Quality	#1 ID	#2 ID	#1 String	#2 String
0	3857	13561	I'm going, I'm going, I'm gone.	Come over here, baby, 'cause I'm telling you this,
0	3858	13562	You got to believe it, you gotta give me one more kiss,	I'm going, I'm going, I'm gone.
0	3859	13563	Fix me one more drink, baby, and hold me one more time,	But don't get too close to make me change my mind,
0	3860	13564	I'm going, I'm going, I'm gone.	"Now, my mama always said, ""Someday, trueyou gotta follow your heart,"
0	3861	13565	You'll be grand at the end of the line:	All that's gold wasn't meant to shine,
0	3862	13566	"Just don't put your horse in front of your cart,"" ohh!"	Now, from Boston to Birmingham is a twoday ride,
0	3863	13567	But I got to be going now 'cause I'm so dissatisfied,	I'm going, I'm going, I'm gone.
1	3864	13568	Going,	Going, going, gone,
1	3865	13569	Going, going,	Going, going, gone.
0	3866	13570	How many roads must a man walk down	Before you call him a man?
0	3867	13571	How many seas must a white dove sail	Before she sleeps in the sand?
0	3868	13572	How many times must the cannon balls fly	Before they're forever banned?
1	3869	13573	The answer, my friend, is blowing in the wind,	The answer is blowing in the wind.
0	3870	13574	How many years can a mountain exist	Before it's washed to the sea?
0	3871	13575	How many years can some people exist	Before they're allowed to be free?
0	3872	13576	How many times can a man turn his head	And pretend that he just doesn't see?
1	3873	13577	The answer, my friend, is blowing in the wind,	The answer is blowing in the wind.
0	3874	13578	How many times must a man look up	Before he can see the sky?
0	3875	13579	How many ears must one man have	Before he can hear people cry?
0	3876	13580	How many deaths will it take till he knows	Too many people have died?
1	3877	13581	The answer, my friend, is blowing in the wind,	The answer is blowing in the wind,
1	3878	13582	The answer, my friend, is blowing in the wind,	The answer is blowing in the wind.
0	3879	13583	Nobody feels any pain tonight as I stand inside the rain,	Everybody knows baby's got new clothes,
0	3880	13584	But lately I see her ribbons and her bows	Have fallen from her curls.
1	3881	13585	She takes just like a woman	And she aches just like a woman
0	3882	13586	And she makes love just like a woman,	But she breaks just like a little girl.
0	3883	13587	Queen Mary, she's my friend, yes, I believe I'll go see her again,	Nobody has to guess that baby can't be blessed
0	3884	13588	Till she sees finally that she's just like all the rest	In her fog with her amphetamine and her pearls.
1	3885	13589	She takes just like a woman	And she aches just like a woman
0	3886	13590	And she makes love just like a woman,	But she breaks just like a little girl.
0	3887	13591	It was raining from the first and I was dying there of thirst, so I came in here	And your longtime curse hurts, but what's worse is this pain in here,
0	3888	13592	I can't stay in here  ain't it clear	That I just don't fit? Yes, I believe it's time for us to quit.
0	3889	13593	When we meet again, introduced as friends,	Please don't let on that you knew me when
0	3890	13594	I was ahungry and it was your world.	Well, you fake just like a woman
1	3891	13595	And you take just like a woman,	You even make love just like a woman,
0	3892	13596	Oh, sister, when I come to lie in your arms,	You should not treat me like a stranger,
0	3893	13597	Our Father would not like the way that you act	And you must realize the danger.
0	3894	13598	Oh, sister, am I not a brother to you?	And one deserving of affection?
0	3895	13599	And is our purpose not the same on this earth,	To love and follow His direction?
0	3896	13600	We grew up together from the cradle to the grave,	We died and were reborn and then mysteriously saved.
0	3897	13601	Oh, sister, when I come to knock on your door,	Don't turn away, you'll create sorrow.
0	3898	13602	Time is an ocean, but it ends at the shore:	You may not see me tomorrow.
0	3899	13603	Here's a simple love story, happened to me.	They sat together in the park as the evening sky got dark,
0	3900	13604	She looked at him, he felt a spark tingle to her bones,	'Twas then she felt alone and wished that she'd gone straight
0	3901	13605	And watched out for a simple twist of fate.	They walked along by the old canal, little confused  I remember well,
0	3902	13606	Stopped into a renovated hotel with a neon burning bright,	She felt the heat of the night hit her like a freight
0	3903	13607	Train, moving with a simple twist of fate.	A saxophone someplace played, she was walking on by the arcade,
0	3904	13608	She heard the melody rise and fade, the sun was coming up,	She dropped a coin into the cup of a blind man at the gate
0	3905	13609	And forgot about a simple twist of fate.	He woke up and she was gone, he didn't see nothing but the dawn,
0	3906	13610	Got out of bed and put his clothes back on, pushed back the blind,	Found a note she'd left behind, but he could not concentrate
0	3907	13611	On anything 'cept a simple twist of fate.	He hears the ticking of the clocks, walks alone through the city blocks,
0	3908	13612	Hunts her down by the waterfront docks where the sailors all come in,	Maybe he'll see her once again  how long must he wait
0	3909	13613	One more time for a simple twist of fate?	People tell me it's a crime to remember her for too long a time,
0	3910	13614	She should've caught me in my prime, she would've stayed with me	'Stead of going back off to sea and leaving me to meditate,
0	3911	13615	They call, that simple twist of fate.	Alright, that's straight from Chicago.
0	3912	13616	This is from the Mojave Desert.	"""There must be some way outta here,"" said the joker to the thief,"
0	3913	13617	"""There's too much confusion, I can't get no relief."	Businessmen, they drink my wine, plowmen dig my earth,
0	3914	13618	"None of them along the line know what any of it's worth."""	"""No reason to get excited,"" the thief, he kindly spoke,"
0	3915	13619	"""There are many here among us who feel that life is but a joke,"	But you and I, we've been through that and this is not our fate,
0	3916	13620	"So let us not talk falsely now, the hour's getting late."""	All along the watchtower princes kept the view
0	3917	13621	While all the women came and went, barefoot servants too.	Outside in the distance a wildcat did growl,
0	3918	13622	Two riders were approaching, the wind began to howl.	Thanks.
0	3919	13623	The gypsy undertaker cries, the lonesome organgrinder sighs,	The silver saxophones say I should refuse you.
0	3920	13624	The cracked bells and washedout horns blow into my face with scorn,	But it's not that way, I wasn't born to lose you.
1	3921	13625	I want you,	I want you,
1	3922	13626	I want you so bad,	Honey, I want you.
0	3923	13627	The drunken politician leaps upon the street where mothers weep	And the saviors, who are fast asleep, they wait for you.
0	3924	13628	And I wait for them to interrupt me drinking from this broken cup	And ask me to open up the gate for you.
1	3925	13629	I want you,	I want you,
1	3926	13630	I want you so bad,	Honey, I want you.
0	3927	13631	Well, all my fathers, they've gone down,	True love, they've been without it,
0	3928	13632	And all their daughters put me down	'Cause I don't think about it.
0	3929	13633	I return to the Queen of Spades, talk with her chambermaid,	She knows that I'm not afraid to look at her.
0	3930	13634	She is good to me, there's anothing she doesn't see,	She knows where I'd like to be, but it doesn't matter.
1	3931	13635	I want you,	I want you,
1	3932	13636	I want you so bad,	Honey, I want you.
0	3933	13637	I ain't looking to make you cry,	See you fly or watch you die,
1	3934	13638	I don't care if you feel like me,	See like me or be like me.
1	3935	13639	All I really wanna do,	All I really wanna do,
0	3936	13640	All I really wanna do	Is, baby, be friends with you.
1	3937	13641	I don't want to meet your kin,	Make you spin or do you in,
0	3938	13642	And I don't want to drag you down,	Chain you down or be your clown.
1	3939	13643	All I really wanna do,	All I really wanna do,
0	3940	13644	All I really wanna do	Is, baby, be friends with you.
1	3941	13645	I don't care if you analyze me,	Categorize me or hypnotize me,
0	3942	13646	And I don't care if you feel like me,	See like me or be like me.
1	3943	13647	All I really wanna do,	All I really wanna do,
0	3944	13648	All I really wanna do	Is, baby, be friends with you,
1	3945	13649	Friends with you,	Friends with you.
0	3946	13650	Mama, take this badge off of me,	I can't use it anymore.
0	3947	13651	It's getting dark, too dark to see,	I feel I'm knocking on heaven's door,
1	3948	13652	Knockknockknocking on heaven's door,	Knockknockknocking on heaven's door,
1	3949	13653	Knockknockknocking on heaven's door,	Knockknockknocking on heaven's door.
0	3950	13654	Mama, put my guns in the ground,	I can't fire them anymore.
0	3951	13655	That long, black train is pulling down,	I feel I'm knocking on heaven's door,
1	3952	13656	Knockknockknocking on heaven's door,	Knockknockknocking on heaven's door,
1	3953	13657	Knockknockknocking on heaven's door,	Knockknockknocking on heaven's door.
0	3954	13658	Ma, wipe the blood from my face,	I can't see through it anymore.
0	3955	13659	It's a feeling that I just can't trace,	Feel I'm knocking on heaven's door,
1	3956	13660	Knockknockknocking on heaven's door,	Knockknockknocking on heaven's door,
1	3957	13661	Knockknockknocking on heaven's door,	Knockknockknocking on heaven's door.
0	3958	13662	"This is called ""It's Alright, Ma (I'm Only Bleeding)""."	Darkness at the break of noon
0	3959	13663	Shadows even the silver spoon,	The handmade blade, the child's balloon,
